shot_family,mu_dist,sd_dist,mu_ang,sd_ang,mu_T,sd_T,mu_defdist,sd_defdist
j2,11.312036199095022,4.9701853741313435,37.09322494581974,25.695009302513647,16.083710407239817,6.271103048350233,3.539729760980815,2.0307321985434723
j3,25.472526315789473,3.0049330482783585,47.28861680547119,26.53265449366502,14.322368421052632,6.520918211648622,5.957677608821541,2.312935842396687
rim,1.9508455882352942,1.117161838703329,43.29673724880365,29.657259943068524,13.623897058823534,7.814475797477653,2.7074524510081734,1.761493562530666
